,respid,hidsq01a,sq01,sq05b,hidsq03,sq08ax1_1,hq04a,sq04,sq10_1,sq10_2,sq10_3,sq10_4,sq10_5,sq10_6,sq10_7,sq10_8,sq10_9,sq10_10,sq10_11,sq10_12,sq10_13,sq10_14,sq10_15,sq10_16,sq10_17,sq10_18,sq10_19,sq10_20,sq10_21,sq10_22,sq10_66,sq10_23,sq10_24,sq10_25,sq10_26,sq10_27,sq10_28,sq10_29,sq10_30,sq10_31,sq10_32,sq10_33,sq10_34,sq10_35,sq10_36,sq10_37,sq10_38,sq10_39,sq10_40,sq10_41,sq10_42,sq10_43,sq10_44,sq10_45,sq10_46,sq10_47,sq10_48,sq10_49,sq10_50,sq10_51,sq10_52,sq10_53,sq10_54,sq10_55,sq10_56,sq10_57,sq10_58,sq10_59,sq10_60,sq10_61,sq10_62,sq10_63,sq10_64,sq10_65,K6b,sq08x1_1,sq08x1_2
797,5991.0,1.0,2.0,2.0,2.0,15.0,2.0,2.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,6.0,20.0,20.0
798,5995.0,1.0,2.0,4.0,2.0,24.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,24.0,12.0
799,5999.0,3.0,1.0,5.0,4.0,23.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,5.0,2.0,4.0,4.0,2.0,5.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,5.0,5.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,1.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,2.0,3.0,2.0,10.0,12.0
800,6003.0,2.0,1.0,3.0,3.0,20.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,5.0,1.0,4.0,5.0,2.0,4.0,2.0,5.0,5.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,12.0,12.0
801,6015.0,2.0,1.0,2.0,3.0,12.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,8.0,4.0
802,6041.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,1.0,5.0,2.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0
803,6046.0,2.0,1.0,3.0,3.0,25.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,18.0,7.0
804,6249.0,1.0,1.0,1.0,3.0,12.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,5.0
805,6313.0,1.0,1.0,6.0,3.0,10.0,5.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0
806,6535.0,1.0,1.0,5.0,4.0,12.0,1.0,2.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,3.0,5.0,5.0,4.0,1.0,1.0,1.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,16.0,18.0
807,6668.0,1.0,2.0,1.0,3.0,8.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0,4.0,5.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,5.0,5.0,2.0,1.0,2.0,4.0,4.0,1.0,5.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,1.0,3.0,3.0,7.0
808,6674.0,1.0,2.0,7.0,4.0,9.0,4.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,4.0,5.0
809,48753.0,1.0,2.0,6.0,3.0,25.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,3.0,2.0,1.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,1.0,4.0,1.0,3.0,15.0,10.0
810,48754.0,1.0,2.0,1.0,2.0,20.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,8.0,8.0
811,50275.0,1.0,1.0,5.0,3.0,30.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,5.0,5.0,1.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,20.0,10.0
812,50279.0,1.0,1.0,1.0,1.0,152.0,1.0,2.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,16.0,32.0
813,50280.0,2.0,1.0,6.0,4.0,40.0,1.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,12.0,30.0
814,50293.0,1.0,1.0,2.0,3.0,55.0,4.0,2.0,5.0,3.0,5.0,3.0,2.0,3.0,5.0,1.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,2.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,5.0,4.0,4.0,2.0,4.0,5.0,2.0,5.0,4.0,2.0,3.0,1.0,4.0,5.0,2.0,1.0,1.0,16.0,30.0
815,50315.0,1.0,1.0,1.0,2.0,21.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,6.0,15.0,6.0
816,50322.0,1.0,1.0,7.0,3.0,13.0,1.0,1.0,3.0,4.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,5.0,8.0
817,50329.0,1.0,1.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,5.0,10.0,10.0
818,50363.0,1.0,1.0,5.0,2.0,35.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,3.0,3.0,5.0,24.0,12.0
819,50371.0,1.0,1.0,7.0,4.0,15.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,5.0,3.0,5.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,1.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,2.0,3.0,1.0,5.0,3.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,2.0,3.0,4.0,6.0,9.0
820,50382.0,1.0,1.0,1.0,3.0,30.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,18.0,7.0
821,50389.0,1.0,1.0,5.0,2.0,36.0,1.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,3.0,3.0,2.0,5.0,1.0,5.0,5.0,2.0,5.0,4.0,4.0,1.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,2.0,5.0,5.0,3.0,4.0,2.0,1.0,1.0,4.0,4.0,1.0,5.0,4.0,3.0,5.0,3.0,2.0,1.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0,5.0,3.0,5.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,13.0,11.0
822,50400.0,1.0,1.0,8.0,2.0,75.0,3.0,2.0,1.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,20.0,18.0
823,50450.0,2.0,1.0,6.0,4.0,30.0,3.0,1.0,2.0,5.0,4.0,5.0,4.0,4.0,1.0,4.0,1.0,5.0,3.0,3.0,3.0,4.0,4.0,1.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,1.0,4.0,5.0,4.0,3.0,2.0,5.0,4.0,1.0,5.0,3.0,4.0,1.0,4.0,2.0,1.0,5.0,5.0,4.0,4.0,4.0,10.0
824,50473.0,2.0,1.0,4.0,2.0,10.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,6.0,10.0,10.0
825,50486.0,1.0,1.0,2.0,3.0,15.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,10.0,5.0
826,50524.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0
827,50622.0,1.0,1.0,3.0,3.0,12.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,4.0,5.0,7.0
828,50637.0,1.0,1.0,3.0,4.0,30.0,5.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,12.0,25.0
829,50653.0,1.0,1.0,1.0,4.0,40.0,2.0,2.0,3.0,5.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,5.0,3.0,2.0,2.0,5.0,2.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,5.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,20.0,20.0
830,50660.0,1.0,1.0,1.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,4.0
831,50710.0,2.0,1.0,6.0,4.0,18.0,4.0,1.0,4.0,3.0,2.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,5.0,2.0,4.0,5.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,10.0,12.0
832,50716.0,2.0,1.0,4.0,4.0,22.0,4.0,1.0,4.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,20.0,10.0
833,50726.0,2.0,1.0,6.0,4.0,60.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,5.0,5.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,4.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,24.0,48.0
834,50730.0,3.0,1.0,3.0,3.0,42.0,1.0,2.0,3.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,5.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,24.0,12.0
835,50731.0,3.0,1.0,3.0,3.0,24.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,24.0,40.0
836,50734.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,6.0
837,50735.0,2.0,1.0,7.0,4.0,29.0,2.0,1.0,3.0,5.0,2.0,2.0,5.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,18.0,11.0
838,50737.0,3.0,1.0,2.0,4.0,12.0,5.0,1.0,3.0,4.0,1.0,5.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,3.0,4.0,2.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,5.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,7.0
839,50742.0,3.0,1.0,5.0,4.0,38.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,5.0,5.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,5.0,18.0
